term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),17.811491524791673,0.256028825439744,69.56830542107683,0,17.30949371908111,18.313489330502236
inactivity_pct,0.7143586578743347,0.00977894914408238,73.05065680872477,0,0.6951849925495298,0.7335323231991396
