fips,state,county,year,obesity_pct,inactivity_pct
NA,NA,NA,2023,40.5,32.30000000000001
NA,NA,NA,2023,44.9,30.9
NA,NA,NA,2023,37.4,27.6
NA,NA,NA,2023,41.5,36.1
NA,NA,NA,2023,39,33.1
NA,NA,NA,2023,36.9,25.3
NA,NA,NA,2023,37.7,32.80000000000001
NA,NA,NA,2023,40.5,32.7
NA,NA,NA,2023,40.1,33.7
NA,NA,NA,2023,31,25.8
NA,NA,NA,2023,31.4,20.6
NA,NA,NA,2023,38.1,30.1
NA,NA,NA,2023,26.8,19
NA,NA,NA,2023,35.30000000000001,27.7
NA,NA,NA,2023,29.3,20.7
NA,NA,NA,2023,34.5,27.8
NA,NA,NA,2023,36.30000000000001,29.8
NA,NA,NA,2023,36.30000000000001,27
NA,NA,NA,2023,37.30000000000001,30.5
NA,NA,NA,2023,39.6,30.6
NA,NA,NA,2023,38.6,27
NA,NA,NA,2023,30.2,23.5
NA,NA,NA,2023,35.6,28.3
NA,NA,NA,2023,32.80000000000001,26.3
NA,NA,NA,2023,46.9,37.1
NA,NA,NA,2023,32.5,26.7
NA,NA,NA,2023,32.1,22.2
NA,NA,NA,2023,35.9,28.7
NA,NA,NA,2023,36.5,29.4
NA,NA,NA,2023,40.7,25.6
NA,NA,NA,2023,37.2,22.8
NA,NA,NA,2023,41.2,31.8
NA,NA,NA,2023,34.2,25.5
NA,NA,NA,2023,37.6,29.1
NA,NA,NA,2023,37.30000000000001,32.7
NA,NA,NA,2023,41.2,34.6
NA,NA,NA,2023,42.8,37.6
NA,NA,NA,2023,40.5,35
NA,NA,NA,2023,36,26.2
NA,NA,NA,2023,37,28.4
NA,NA,NA,2023,40.5,33.5
NA,NA,NA,2023,42.6,33.80000000000001
NA,NA,NA,2023,34.7,23.5
NA,NA,NA,2023,41.5,28.3
NA,NA,NA,2023,40,30.3
NA,NA,NA,2023,37.5,32.2
NA,NA,NA,2023,39.5,28.9
NA,NA,NA,2023,34.1,24.5
NA,NA,NA,2023,41.6,30.6
NA,NA,NA,2023,36.80000000000001,29.1
NA,NA,NA,2023,43.4,37
NA,NA,NA,2023,35.30000000000001,29.8
NA,NA,NA,2023,39,30.5
NA,NA,NA,2023,41.1,32.4
NA,NA,NA,2023,39.9,29.7
NA,NA,NA,2023,40.5,35.7
NA,NA,NA,2023,31.8,26.1
NA,NA,NA,2023,37.7,29.7
NA,NA,NA,2023,34.5,24.3
NA,NA,NA,2023,37.5,30.7
NA,NA,NA,2023,38.2,28.9
NA,NA,NA,2023,41.3,29.3
NA,NA,NA,2023,29.8,18.8
NA,NA,NA,2023,35.30000000000001,27.7
NA,NA,NA,2023,34.30000000000001,23.5
NA,NA,NA,2023,38.80000000000001,28.9
NA,NA,NA,2023,33.1,24.6
NA,NA,NA,2023,36.5,29.8
NA,NA,NA,2023,34.2,25.2
NA,NA,NA,2023,40.1,30.5
NA,NA,NA,2023,38.5,31.7
NA,NA,NA,2023,40.1,29.8
NA,NA,NA,2023,40.1,31.8
NA,NA,NA,2023,35.1,26.6
NA,NA,NA,2023,47.6,39.7
NA,NA,NA,2023,41.7,31.5
NA,NA,NA,2023,43.3,28.7
NA,NA,NA,2023,37.1,28.6
NA,NA,NA,2023,39,30.5
NA,NA,NA,2023,38.30000000000001,31.8
NA,NA,NA,2023,39.7,31.7
NA,NA,NA,2023,34.7,27.6
NA,NA,NA,2023,41.5,37
NA,NA,NA,2023,41.6,32
NA,NA,NA,2023,42.8,32.7
NA,NA,NA,2023,43.2,36.4
NA,NA,NA,2023,39.1,33.30000000000001
NA,NA,NA,2023,40.7,35.30000000000001
NA,NA,NA,2023,44.6,37.30000000000001
NA,NA,NA,2023,43.7,36.5
NA,NA,NA,2023,37.30000000000001,29
NA,NA,NA,2023,40.9,31.7
NA,NA,NA,2023,39.9,32.7
NA,NA,NA,2023,31.5,23
NA,NA,NA,2023,43.9,35.2
NA,NA,NA,2023,41.6,30.8
NA,NA,NA,2023,42.7,33
NA,NA,NA,2023,38.4,30
NA,NA,NA,2023,32.4,26.2
NA,NA,NA,2023,41.2,30.1
NA,NA,NA,2023,33.9,27.9
NA,NA,NA,2023,37.4,24.4
NA,NA,NA,2023,38.6,33.6
NA,NA,NA,2023,41.7,35.5
NA,NA,NA,2023,40.9,33.9
