r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.6259412372462427,0.6258239406759217,2.864359144586019,5336.398460186101,0,1,-7884.864294999704,15775.728589999408,15793.932858878243,26164.320502954455,3189,3191
